codigo_ibge7;codigo_ibge6;municipio;uf;regiao;populacao_est2018;porte_ibge;porte_sisan;mapasan2018;sisan;data_adesao;participou;mais200milhab;capital;ano_adesao;mes_ano_adesao;codigo_sequencia;v9136;v9137;v9138;v9139;v9140;v9141;v9142;v9143;v9144;v9145;v9157_1;v9157_2;v9157_3;v9157_4;v9157_98;v9157_99;v9146;v9147;v9148;v9152;v9149;v9948;v9151;v9150;v9153;v9154_1;v9154_2;v9154_3;v9154_4;v9154_5;v9154_6;v9154_7;v9154_98;v9154_8;v9156;v9159_1;v9159_2;v9159_3;v9159_4;v9159_5;v9159_6;v9159_7;v9159_8;v9159_98;v9159_99;v9160;v9163_1;v9163_2;v9163_3;v9163_4;v9163_98;v9163_99;v14143;v14144_2;v14144_4;v14144_6;v14144_8;v14144_10;v14144_12;p_latitude;p_longitude
4202404;420240;4202404;42;4;352460;6;4;1;1;27/nov/14;6047;1;0;2014;01/nov/14;3041;Cozinha Comunitaria da Itoupavazinha;Rua Jacob Ineichen, s/n (proximo ao ESF Armando Odebrecht);Itoupavazinha;89066-600;Blumenau;SC;(47) 33387532;cozinhacomunitariaitoupavazinha@blumenau.sc.gov.br;nao possui;1;;;;1;;;1;1;$103.000,00;;0;;$0,00;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-26919;-49066
4304630;430463;4304630;43;4;52004;5;2;1;0;;4033;0;0;;;3579;COZINHA COMUNITARIA CRAS ARCO IRIS;RUA JULIO CASTILHOS, 997;ARCO IRIS;95555-000;Capao da Canoa;RS;(51) 36251103;cnutri2012@hotmail.com;;1;;;;;;;1;99;;;99;;$0,00;;99;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;-29761;-50.03
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3477;Cozinha Comunitaria Associacao de Mulheres Loteamento Santa Teresinha;Rua Paraiba, 177;Floresta;90230-010;Porto Alegre;RS;(51) 89088383;;nao tem;1;;;;;;;3;0;;;0;;$0,00;30;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;99;;;;;;;-3001821;-512105571
4121901;412190;4121901;41;4;13112;3;1;1;0;;4033;0;0;;;3630;Cozinha Central;Rua Espirito Santo;centro;86490-000;Ribeirao do Pinhal;PR;(43) 35512246;nut.hamilton@uol.com.br;;1;;;;1;;;1;99;;;0;;$0,00;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-2.34088654633927E+16;-503563690185024
3549805;354980;3549805;35;3;456245;6;4;1;0;;6047;1;0;;;3657;Centro POP;Avenida Bady Bassit, 3697;Centro;15015-700;Sao Jose do Rio Preto;SP;(17) 32373000;centropop@riopreto.sp.gov.br;www.riopreto.sp.gov.br;1;;;;;1;;1;1;$2.100.000,00;;0;;$0,00;120;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;1;;;;;;;-208191452;-493967845
3504107;350410;3504107;35;3;141398;6;3;1;0;;6047;0;0;;;3390;Centro de Qualificacao Profissional;Rua Goncalves Dias s/nº - Jardim Cerejeiras;Jardim Cerejeiras;12950-000;Atibaia;SP;(11) 44027757;mbasile@atibaia.sp.gov.br;;1;;;;;;;1;1;$760.000,00;;0;;$0,00;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-231424055;-465806636
4120606;412060;4120606;41;4;51961;5;2;1;0;;4033;0;0;;;3590;ASSOCIACAO MORUNGAVA;XAXIM PROXIMO A PRACA DE PEDAGIO BR277;RURAL;84400-000;Prudentopolis;PR;(42) 34468000;;http://prudentopolis.pr.gov.br/Prudentopolis/publico/;1;;;;;;;99;0;;;0;;$0,00;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-2531264496906370;-5.11701107025146E+16
4120606;412060;4120606;41;4;51961;5;2;1;0;;4033;0;0;;;3588;NAO TEM;LINHA IVAI;RURAL;84400-000;Prudentopolis;PR;(42) 34468000;;http://prudentopolis.pr.gov.br/Prudentopolis/publico/;1;;;;;;;99;0;;;0;;$0,00;;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;99;;;;;;;-2.51246543695085E+16;-5.1045280694961504E+16
3547809;354780;3547809;35;3;716109;7;5;1;0;;6047;1;0;;;3427;Cozinhas Comunitarias - Joao Ramalho / Instituto Amigos da Beata Catarina e Judite Cittadini;Estrada da Cata Preta 2.567;Joao Ramalho;09170-000;Santo Andre;SP;(11) 44536633;sorpirri2@hotmail.com;Nao possui;1;;;;1;;;2;99;;;1;;$0,00;280;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-236573395;-465322504
3547809;354780;3547809;35;3;716109;7;5;1;0;;6047;1;0;;;3445;Cozinha Comunitaria Casa Amarela / POP Rua;Av. Queiroz dos Santos  736;Centro;09133-090;Santo Andre;SP;(11) 44276207;casaamarela@santoandre.sp.gov.br;Nao possui;1;;;;1;;;3;99;;;1;;$0,00;100;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;1;;;;;;;-236573395;-465322504
3547809;354780;3547809;35;3;716109;7;5;1;0;;6047;1;0;;;3444;Cozinha Comunitaria - CAE Parque Miami;Rua Rio Mearim nº 50;Parque Miami;09133-090;Santo Andre;SP;(11) 49719171;viviane@apoio-sp.org.br;Nao possui;1;;;;1;;;3;0;;;1;;$0,00;100;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-236573395;-465322504
3547809;354780;3547809;35;3;716109;7;5;1;0;;6047;1;0;;;3446;Cozinha Comunitaria - CAAP - Casa Assistencial e Educacional Amor ao Proximo - Creche Luz do Vale;Rua Alexandre Ribeiro 100;Jardim Utinga;09250-340;Santo Andre;SP;(11) 44613368;adrianaluzdovale@terra.com.br;Nao possui;1;;;;1;;;2;99;;;2;;$0,00;182;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;-236573395;-465322504
4105102;410510;4105102;41;4;10891;3;1;1;1;21/mar/16;6047;0;0;2016;01/mar/16;3425;COZINHA COMUNITARIA (COZINHA CENTRAL);Rua Desembargador Munhoz de Melo, 1164;CENTRO;86630-000;Centenario do Sul;PR;(43) 36751935;elainevd@outlook.com;www.centenariodosul.pr.gov.br;1;;;;;;;3;0;;;0;;$0,00;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.28220738035452E+16;-5159501552581780
4101408;410140;4101408;41;4;133726;6;3;1;0;;6047;0;0;;;3442;Vila Reis, Centro de Oficinas, COCAP e Distrito de Cx de Sao PEDRO;Vila Reis e Caixa de Sao Pedro na Escola, Cocap- Rua Travessa Palmeira 111;Distrito rural e periferia;86800-000;Apucarana;PR;(43) 34251511;sasapucarana@gmail.com;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;As cozinhas comunitarias do municipio estao em uso mais sendo utilizados por outros servicos fornecendo refeicoes para uma escola da Vila Reis,Secretaria da Mulher para fornecimento de lanches durante os cursos e atendiektno de idosos em outro servico;;;;;;;;;;;;;;-235460679882952;-5144318103790280
4101408;410140;4101408;41;4;133726;6;3;1;0;;6047;0;0;;;3653;Vila Reis, Centro de Oficinas, COCAP e ADEFIAP, QUALIFICACAO TOTAL;Vila Reis, Centro de Oficinas, COCAP e ADEFIAP, QUALIFICACAO TOTAL;Vila Reis, Centro de Oficinas, COCAP e ADEFIAP, QUALIFICACAO TOTAL;86800-000;Apucarana;PR;(43) 34251511;sasapucarana@gmail.com;sasapucarana@gmail.com;3;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;-23551;-51461
4113205;411320;4113205;41;4;47909;4;1;1;0;;6047;0;0;;;3409;Pastoral da Crianca e AGROALVES;Rua Barao do Rio Branco, 1229 e Estrada principal dos Alves, km 17;Centro e Alves;83750-000;Lapa;PR;(41) 36221246;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a cozinha e usada para cursos de manipulacao;;;;;;;;;;;;;;-257650933;-497154686
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3485;paralisado;rua voluntarios da Patria,1613;Centro;90230-010;Porto Alegre;RS;(51) 32263544;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.00265410954421E+16;-5121862649917600
2309706;230970;2309706;23;2;83157;5;2;1;0;;6047;0;0;;;3008;PARALISADA;Und 2: Conj. Senador Carlos Jereissati 2;JEREISSATI II;61800-000;Pacatuba;CE;(85) 33452321;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.8864553419903904E+16;-3860687971115110
2309706;230970;2309706;23;2;83157;5;2;1;0;;6047;0;0;;;3009;PARALISADA;Und 1: Rua Capitao Manoel Medeiros, nº 985, Sao Jose;Bairro Sao Jose;61800-000;Pacatuba;CE;(85) 33452321;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3984;-38.62
3120805;312080;3120805;31;3;15358;3;1;1;0;;4033;0;0;;;3655;Municipio nao possui cozinha comunitaria;Municipio nao possui cozinha comunitaria;Municipio nao possui cozinha comunitaria;37445-000;Cruzilia;MG;(35) 33461455;social@cruzilia.mg.gov.br;Municipio nao possui cozinha comunitaria;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Municipio nao possui cozinha comunitaria;;;;;;;;;;;;;;-21839;-44808
3120805;312080;3120805;31;3;15358;3;1;1;0;;4033;0;0;;;3656;Municipio nao possui cozinha comunitaria;Municipio nao possui cozinha comunitaria;Municipio nao possui cozinha comunitaria;37445-000;Cruzilia;MG;(35) 33461455;social@cruzilia.mg.gov.br;PREFEITURA MUNICIPAL DE CRUZILIA;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Municipio nao possui cozinha comunitaria;;;;;;;;;;;;;;-21839;-44808
2300754;230075;2300754;23;2;43131;4;1;1;0;;6047;0;0;;;3165;Maria Nilce Gaspar de Sousa;Rua Antonio Tome Filho, s/n°, Na esquina, proximo ao Comercial Roberio 2;Bairro das Flores;62540000;Amontada;CE;(88) 36361412;sas_amontada@yahoo.com.br;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3368778681605090;-3.9817006587982096E+16
2312106;231210;2312106;23;2;17622;3;1;1;0;;6047;0;0;;;3581;MARIA EDVAN COELHO RODRIGUES;RUA TRAVESSA CORONEL JOSE CARLOS S/N;CENTRO;63190-000;Santana do Cariri;CE;(88) 35451267;smassantanadocariri2018@gmail.com;assistencia@santanadocariri.ce.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7188186027291150;-3973726987838740
2312106;231210;2312106;23;2;17622;3;1;1;0;;6047;0;0;;;3610;MARIA EDVAN COELHO RODRIGUES;RUA TRAVESSA CORONEL JOSE CARLOS;CENTRO;63190-000;Santana do Cariri;CE;(88) 35451267;smassantana2018@gmail.com;assitencia@santanadocariri.ce.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7188186027291150;-3973729133605950
4116059;411605;4116059;41;4;10700;3;1;1;0;;4033;0;0;;;3511;Lar dos Idosos;Rua Nossa Senhora da LUz;Centro;85890-000;Missal;PR;(45) 32442430;lisetenoss@hotmail.com;wwwmissal.pr.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-25092;-54248
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3104;Forum ONG AIDS;R. 03 de abril, 90;Passo da Areia;90520200;Porto Alegre;RS;(51) 99772625;marciableao@uol.com.br;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-300152258;-511781174
2707107;270710;2707107;27;2;24891;4;1;1;0;;6047;0;0;;;3259;Enedina Ventura;Avenida Batalha, s/n;Bairro Nossa Senhora da Saude;57460000;Piranhas;AL;(82) 36861361;assistenc.piranhas.al@outlook.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9624;-37757
2303402;230340;2303402;23;2;17747;3;1;1;0;;6047;0;0;;;3096;Edith Ribeiro Melo;Rua 22 de julho, 167, esquina com Rua Presidente Medici;Centro;62375000;Carnaubal;CE;(88) 36501140;conselho_carnaubal2017@outlook.com;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;-4162041447792600;-4094228982925410
2310407;231040;2310407;23;2;11664;3;1;1;0;;6047;0;0;;;3323;Dom Helder Camara;Avenida Joaquim Farias s nº, Bairro Santa Cecilia;Bairro Santa Cecilia;62736000;Paramoti;CE;(85) 33201397;sec.dsocialparamoti@gmail.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4102265963519350;-3924258470535270
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3475;Desativada;Rua Arnaldo Borba, 193;Alto Teresopolis;90840-590;Porto Alegre;RS;(51) 85064840;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-300800118;-512230674
2301000;230100;2301000;23;2;79563;5;2;1;0;;6047;0;0;;;3149;CRAS Prainha;Un. 1:  Rua Alto Alegre, s/n;Bairro das Treze, Prainha;61700000;Aquiraz;CE;(85) 4062253;assistenciasocial@aquiraz.ce.gov.br;www.aquiraz.ce.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.9032393027547904E+16;-3834803581237790
2301000;230100;2301000;23;2;79563;5;2;1;0;;6047;0;0;;;3148;CRAS Camara;Und. 2: Rua Jose Amora Moreira, localidade da Telha;Camara;61700-000;Aquiraz;CE;(85) 40628253;assistenciasocial@aquiraz.ce.gov.br;www.aquiraz.ce.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.9027683288318096E+16;-3.8348829746246304E+16
2303709;230370;2303709;23;2;363982;6;4;1;1;27/nov/14;6047;1;0;2014;01/nov/14;3063;Cozinha Guadalajara;Rua Acapulco, s/n;Parque Guadalajara;61650-410;Caucaia;CE;(85) 32371292;crasguadalajara@sas.caucaia.ce.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.7630488154254896E+16;-3862020492553710
4304630;430463;4304630;43;4;52004;5;2;1;0;;4033;0;0;;;3699;Cozinha de Comunitaria;;Arco iris;95550-000;Capao da Canoa;RS;(51) 39951100;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-29761;-50.03
4305108;430510;4305108;43;4;504069;7;5;1;1;20/nov/13;6047;1;0;2013;01/nov/13;3453;Cozinha Comunitaria Tijuca;Rua Nair Degrandi Grazi, 248;Tijuca;95034-150;Caxias do Sul;RS;(54) 32115943;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;-2.91628347072442E+16;-5120958557477410
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3482;cozinha comunitaria Sociedade Recreativa Beneficente Estado maior da Restinga;Estr. Joao antonio da Silveira,2355;Restinga;91790-879;Porto Alegre;RS;(51) 33877493;;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;-3015436746629540;-5113796710968010
3303906;330390;3303906;33;3;305687;6;4;1;0;;6047;1;0;;;3046;Cozinha Comunitaria Retiro;1 -  Retiro: Rua Henrique Dias, nº 221;Retiro;25680301;Petropolis;RJ;(24) 22494245;setrac@petropolis.rj.gov.br;petropolis.rj.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22519963;-43192613
3547809;354780;3547809;35;3;716109;7;5;1;0;;6047;1;0;;;3448;Cozinha Comunitaria Parque Escola;Rua Anacleto Popote  46;Valparaiso;09060-850;Santo Andre;SP;(11) 33569051;parqueescola@santoandre.sp.gov.br;Nao possui;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-236573395;-465322504
2514800;251480;2514800;25;2;3723;1;1;1;0;;4033;0;0;;;3633;Cozinha Comunitaria Municipal;Rua Antonio Moura de Farias;Centro;58570-000;Sao Jose dos Cordeiros;PB;(83) 33091103;smassjcordeirospb@gmail.com;Nao ha site;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7390016;-368067253
2303709;230370;2303709;23;2;363982;6;4;1;1;27/nov/14;6047;1;0;2014;01/nov/14;3518;Cozinha Comunitaria Metropole;Rua 127, nº 188;Nova Metropole;61658-220;Caucaia;CE;(85) 32132330;nutricionista@sas.caucaia.ce.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3765992879245070;-3.86537218093872E+16
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3102;Cozinha Comunitaria Maria da Conceicao;Rua Farroupilha, 08;Partenom;90650000;Porto Alegre;RS;(51) 33222654;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a sociedade civil desistiu do equipamento;;;;;;;;;;;;;;-30033;-51.23
3170404;317040;3170404;31;3;83808;5;2;1;0;;6047;0;0;;;3207;Cozinha Comunitaria Mamoeiro;Und 3: Rua Dona Nina, 307;Bairro Mamoeiro;38610-000;Unai;MG;(38) 36774986;guilhermeribeiro@bol.com;www.prefeituraunai.mg.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.6301495396497E+16;-4.69035538253784E+16
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3479;Cozinha comunitaria Instituto de Educacao e Desenvolvimento Humano;rua do Pescador, 1170;Ilha das Flores;90090-170;Porto Alegre;RS;(51) 95362300;marciosp@gmail.com;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-299868871;-51256741
3523107;352310;3523107;35;3;366519;6;4;1;0;;6047;1;0;;;3547;Cozinha Comunitaria Horto do Ipe;Rua Tres, 222;Horto do IPE;08580-000;Itaquaquecetuba;SP;(11) 46422121;alimentar@itaquaquecetuba.sp.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.3477712880934E+16;-4628997087478630
2303709;230370;2303709;23;2;363982;6;4;1;1;27/nov/14;6047;1;0;2014;01/nov/14;3550;Cozinha Comunitaria Grilo;Rua Julia da Silva Oliveira, nº 852;Grilo;61600-370;Caucaia;CE;(85) 33428128;nutricionista@sas.caucaia.ce.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3724598431286760;-386651372909546
3111200;311120;3111200;31;3;53866;5;2;1;0;;2018;0;0;;;3667;Cozinha Comunitaria Ewerton Pinto Moreira;Rua Policeno Maia, 465;Vila Arandutaba;37270-000;Campo Belo;MG;(00) 000000000;;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.08977564928359E+16;-4526811361312860
2307700;230770;2307700;23;2;127098;6;3;1;0;;6047;0;0;;;3685;COZINHA COMUNITARIA ELIZABETH BEZERRA LIMA;Rua Gontran Nascimento;NOVO MARANGUAPE;61942-220;Maranguape;CE;(85) 33699205;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.88157422941864E+16;-3867746472358700
2303709;230370;2303709;23;2;363982;6;4;1;1;27/nov/14;6047;1;0;2014;01/nov/14;3549;Cozinha Comunitaria Edson da Mota Correia;Rua Jose de Pontes, s/n;Centro;61605-060;Caucaia;CE;(85) 33428095;nutricionista@sas.caucaia.ce.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.7379328709157104E+16;-3865374326705930
2313757;231375;2313757;23;2;19811;3;1;1;0;;6047;0;0;;;3260;COZINHA COMUNITARIA ECILDA UCHOA;Rua Rodao Paraiba 17;Centro;62660-000;Umirim;CE;(00) 000000000;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.6797199806837504E+16;-3934877157222210
4125357;412535;4125357;41;4;5698;2;1;1;1;03/ago/16;4033;0;0;2016;01/ago/16;3555;COZINHA COMUNITARIA DO CRAS;RUA ANTONIO BONATO  Nº 38;JARDIM NOVO HORIZONTE;75550-000;Sao Jorge do Patrocinio;PR;(44) 36348067;cras@sjpatrocinio.pr.gov.br;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ela passou a ser local de realizacao de cursos;;;;;;;;;;;;;;-2.37659026080458E+16;-5388005018257100
4306809;430680;4306809;43;4;22520;4;1;1;0;;2018;0;0;;;3700;Cozinha Comunitaria do CRAS;Rua Duque de Caxias 1179;Centro;95960-000;Encantado;RS;(51) 37510127;coordenacras@encantado-rs.com.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Demanda de outros servicos socioassistenciais de urgencia;;;;;;;;;;;;;;-2.9238701771779E+16;-5187297821044920
3171204;317120;3171204;31;3;125376;6;3;1;0;;4033;0;0;;;3597;Cozinha Comunitaria do Bairro Celvia;Rua Santa Catarina;Celvia;33200-000;Vespasiano;MG;(31) 36217871;acaosocial@vespasiano.mg.gov.br;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;-1.96929687506162E+16;-4393514156341550
2309508;230950;2309508;23;2;21471;4;1;1;1;27/nov/14;6047;0;0;2014;01/nov/14;3119;COZINHA COMUNITARIA DIEGO E MIRELI;Av. Antonio Valdevino da Costa, 779,;Sao Jose;63520-000;Oros;CE;(88) 97710955;sasoros@bol.com.br;-;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6249531156513310;-3.89153498411178E+16
1506187;150618;1506187;15;1;51903;5;2;1;0;;2018;0;0;;;3691;COZINHA COMUNITARIA DE RONDON DO PARA;RUA 1 DE MAIO, SN NUMERO;RECANTO AZUL;68638-000;Rondon do Para;PA;(94) 33261437;smpasrondon@hotmail.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4787665703270310;-4806850173292330
2308104;230810;2308104;23;2;46854;4;1;1;0;;6047;0;0;;;3121;Cozinha Comunitaria de Mauriti;Rua, SDO( Sem Denominacao Oficial );Bairro Bela Vista;63210000;Mauriti;CE;(88) 99245998;hosianamaialacerda06@hotmail.com;nao;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;-7370540764734430;-3877792911148070
3303906;330390;3303906;33;3;305687;6;4;1;0;;6047;1;0;;;3044;Cozinha Comunitaria de Madame Machado;3 -  Itaipava: Rua Geraldo Lourenco Dias,;Centro Comunitario de Madame Machado;25745710;Petropolis;RJ;(24) 22494298;setrac@petropolis.rj.gov.br;www.petropolis.rj.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22505;-43179
4113254;411325;4113254;41;4;5921;2;1;1;1;26/jul/18;4033;0;0;2018;01/jul/18;3521;cozinha comunitaria de Laranjal;Rua Sao Paulo;centro;85275-000;Laranjal;PR;(42) 36451141;social.laranjal@hotmail.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2488869443232870;-5247218370437620
2914604;291460;2914604;29;2;72386;5;2;1;0;;6047;0;0;;;3705;COZINHA COMUNITARIA DE FAZENDA NOVA;POVOADO DE FAZENDA NOVA;ZONA RURAL;44900-000;Irece;BA;(74) 999953752;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1134890329863060;-4196467280387870
2300309;230030;2300309;23;2;53931;5;2;1;0;;6047;0;0;;;3612;Cozinha Comunitaria de Acopiara;Vila Esperanca;Vila Esperanca;63560-000;Acopiara;CE;(88) 35651283;stdsacopiara@hotmail.com;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-60936464;-394543204
2300309;230030;2300309;23;2;53931;5;2;1;0;;6047;0;0;;;3662;Cozinha Comunitaria de Acopiara;Vila Esperanca;Vila Esperanca;63560-000;Acopiara;CE;(88) 35651283;stdsacopiara@hotmail.com;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6095;-39453
2111300;211130;2111300;21;2;1094667;7;5;1;1;20/mar/14;6047;1;1;2014;01/mar/14;3613;Cozinha Comunitaria da Vila Cascavel;Rua da Arvore, s/n;Vila Cascavel;65000-00;Sao Luis;MA;(98) 32126273;semsa2013@gmail.com;NAO POSSUI;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.59460059989063E+16;-4422465920448300
4301636;430163;4301636;43;4;13760;3;1;1;0;;6047;0;0;;;3611;Cozinha Comunitaria CRAS Tunel Verde;Rua K, 151;Tunel Verde;95599-000;Balneario Pinhal;RS;(51) 36824541;smash@balneariopinhal.rs.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-30247;-50233
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3483;cozinha comunitaria Comunidade Indigena kaingang;Av. Joao de Oliveira remiao,9105;Lomba do Pinheiro;91560-695;Porto Alegre;RS;(51) 95372290;samuel.krikre@gmail.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-301187746;-511041163
3529005;352900;3529005;35;3;237130;6;4;1;0;;6047;1;0;;;3664;COZINHA COMUNITARIA CEPROM;RUA CATANDUVA, 611;ALTO CAFEZAL;17504-089;Marilia;SP;(14) 34540976;ceprom.sads@marilia.sp.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;-2221231826809200;-4995792388916010
4314902;431490;4314902;43;4;1479101;7;5;1;1;27/nov/14;6047;1;1;2014;01/nov/14;3480;cozinha comunitaria Centro de Triagem da associacao de recicladores da Vila Chocolatao;AV. Protasio Alves, 9099;Mario Quintana;91260-000;Porto Alegre;RS;(51) 91060523;thomas_edson10@hotmail.com;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;A sociedade civil nao quer continuar com a cozinha comunitaria;;;;;;;;;;;;;;-3004442075;-511065180016722
