"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","categories/11","categories/12","categories/13","categories/14","categoryName","city","countryCode","isAdvertisement","location/lat","location/lng","neighborhood","permanentlyClosed","placeId","postalCode","rank","reviewsCount","searchPageLoadedUrl","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url"
"R. Napoleão Selmi Dei, 778 - Vila Harmonia, Araraquara - SP, 14802-500, Brazil","Medical Center",,,,,,,,,,,,,,,"Medical Center","Araraquara","BR","false","-21.764429","-48.1736534","Vila Harmonia","false","ChIJMYNvozjxuJQRxp7Roxd_6Cw","14802-500","118","1","https://www.google.com/maps/search/Hospital/@-21.4185505,-48.3179704,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-21.418550533909084,-48.31797043359569,10z?hl=en","Hospital","State of São Paulo","R. Napoleão Selmi Dei, 778","false","Instituto de Cancerologia Araraquara","4","https://www.google.com/maps/search/?api=1&query=Instituto%20de%20Cancerologia%20Araraquara&query_place_id=ChIJMYNvozjxuJQRxp7Roxd_6Cw"
"Av. José Ziliolli, 807 - Vila Sedenho, Araraquara - SP, 14806-025, Brazil","Medical Center","Doctor",,,,,,,,,,,,,,"Medical Center","Araraquara","BR","false","-21.7646828","-48.1693595","Vila Sedenho","false","ChIJCbfIa0jxuJQRayek-J-LT3A","14806-025","119","76","https://www.google.com/maps/search/Hospital/@-21.4185505,-48.3179704,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-21.418550533909084,-48.31797043359569,10z?hl=en","Hospital","State of São Paulo","Av. José Ziliolli, 807","false","Gastro Vita Centro de Especialidades Médicas","3.5","https://www.google.com/maps/search/?api=1&query=Gastro%20Vita%20Centro%20de%20Especialidades%20M%C3%A9dicas&query_place_id=ChIJCbfIa0jxuJQRayek-J-LT3A"
"Bueno de Andrada, Araraquara - State of São Paulo, Brazil","Medical Center",,,,,,,,,,,,,,,"Medical Center","Araraquara","BR","false","-21.5914429","-48.2455426","Bueno de Andrada","false","ChIJ-R8EdkrjuJQR36g6VTNCVZI",,"120","0","https://www.google.com/maps/search/Hospital/@-21.4185505,-48.3179704,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-21.418550533909084,-48.31797043359569,10z?hl=en","Hospital","State of São Paulo",,"false","USF Dirce Ragassi Cândido",,"https://www.google.com/maps/search/?api=1&query=USF%20Dirce%20Ragassi%20C%C3%A2ndido&query_place_id=ChIJ-R8EdkrjuJQR36g6VTNCVZI"
"Guanhães, State of Minas Gerais, 39740-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Guanhães","BR","false","-18.7769756","-42.9381128","Guanhães","false","ChIJoQO8v8y1rwARAj0z1SDNJGE","39740-000","1","1","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais",,"false","Hospital","5","https://www.google.com/maps/search/?api=1&query=Hospital&query_place_id=ChIJoQO8v8y1rwARAj0z1SDNJGE"
"R. Francisco Samuel, 88-174 - Santa Maria de Itabira, MG, 35910-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Santa Maria de Itabira","BR","false","-19.4501606","-43.1147447","Santa Maria de Itabira","false","ChIJ0YFaJZh5pQAR6mRls-2AZTE","35910-000","2","4","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Francisco Samuel, 88-174","false","Hospital Padre Estevan","4","https://www.google.com/maps/search/?api=1&query=Hospital%20Padre%20Estevan&query_place_id=ChIJ0YFaJZh5pQAR6mRls-2AZTE"
"R. Esdras Silveira Soares, 387 - Ferros, MG, 35800-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","Ferros","BR","false","-19.2300913","-43.0193576","Ferros","false","ChIJo9l7KoiPrwAR8dugqeA3NNs","35800-000","3","5","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Esdras Silveira Soares, 387","false","Hospital São Judas Tadeu","3.8","https://www.google.com/maps/search/?api=1&query=Hospital%20S%C3%A3o%20Judas%20Tadeu&query_place_id=ChIJo9l7KoiPrwAR8dugqeA3NNs"
"R. João Antônio Ferreira, 118 - Centro, Passabém - MG, 35810-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Passabém","BR","false","-19.3535212","-43.1384964","Centro","false","ChIJw-_hGUl-pQARYofqTbpuEmw","35810-000","4","7","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. João Antônio Ferreira, 118","false","Hospital São José Passabém","4","https://www.google.com/maps/search/?api=1&query=Hospital%20S%C3%A3o%20Jos%C3%A9%20Passab%C3%A9m&query_place_id=ChIJw-_hGUl-pQARYofqTbpuEmw"
"R. Padre Antônio Carlos Vargas, 562-688, Carmésia - MG, 35878-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Carmésia","BR","false","-19.0899669","-43.1386969",,"false","ChIJIybWsn-erwARpSR8vn5RrcY","35878-000","5","2","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Padre Antônio Carlos Vargas, 562-688","false","Hospital Nossa Senhora Do Carmo","4.5","https://www.google.com/maps/search/?api=1&query=Hospital%20Nossa%20Senhora%20Do%20Carmo&query_place_id=ChIJIybWsn-erwARpSR8vn5RrcY"
"LMG-758, 12 - Açucena, MG, 35150-000, Brazil","Government hospital",,,,,,,,,,,,,,,"Government hospital","Açucena","BR","false","-18.9833137","-42.5626136","Açucena","false","ChIJY_ngeTDWrwARRWQtCSgsD3c","35150-000","6","1","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","LMG-758, 12","false","Hospital Mirasol","4","https://www.google.com/maps/search/?api=1&query=Hospital%20Mirasol&query_place_id=ChIJY_ngeTDWrwARRWQtCSgsD3c"
"Dores de Guanhães - State of Minas Gerais, 35894-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Dores de Guanhães","BR","false","-19.0520857","-42.9257752",,"false","ChIJG5g56mi-rwARk8I_VpBx-Zc","35894-000","7","1","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais",,"false","betim Hospital Regional","4","https://www.google.com/maps/search/?api=1&query=betim%20Hospital%20Regional&query_place_id=ChIJG5g56mi-rwARk8I_VpBx-Zc"
"Rua Doutor Cassemiro Souza, 85 - Dom Joaquim, MG, 35865-000, Brazil","General hospital",,,,,,,,,,,,,,,"General hospital","Dom Joaquim","BR","false","-18.9707305","-43.2580446","Dom Joaquim","false","ChIJ6a399H8MrwARdxbFHyoGENE","35865-000","8","1","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","Rua Doutor Cassemiro Souza, 85","false","Hospital Nossa Senhora das Graças","5","https://www.google.com/maps/search/?api=1&query=Hospital%20Nossa%20Senhora%20das%20Gra%C3%A7as&query_place_id=ChIJ6a399H8MrwARdxbFHyoGENE"
"Rua Maria Izabel, Braúnas - MG, 35169-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Braúnas","BR","false","-19.0576956","-42.7188373",,"false","ChIJB99IZu3FrwARmmZmHXZhRvQ","35169-000","9","0","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","Rua Maria Izabel","false","Unidade Básica de Saúde",,"https://www.google.com/maps/search/?api=1&query=Unidade%20B%C3%A1sica%20de%20Sa%C3%BAde&query_place_id=ChIJB99IZu3FrwARmmZmHXZhRvQ"
"R. Mestra Joséfina Santos, 13-95, Santo Antônio do Rio Abaixo - MG, 35880-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Santo Antônio do Rio Abaixo","BR","false","-19.2286758","-43.2522674",,"false","ChIJ6Wmt1x98rwARavwpoDqp674","35880-000","10","0","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Mestra Joséfina Santos, 13-95","false","Unidade Basica de Saude",,"https://www.google.com/maps/search/?api=1&query=Unidade%20Basica%20de%20Saude&query_place_id=ChIJ6Wmt1x98rwARavwpoDqp674"
"R. Bonfim, 64, São Sebastião do Rio Preto - MG, 35815-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Sebastião do Rio Preto","BR","false","-19.2930215","-43.1762254",,"false","ChIJI2Qf0XR_rwAR3mWK_P3hWOU","35815-000","11","1","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Bonfim, 64","false","Unidade Básica de Saúde Luiz Gonzaga de Almeida","1","https://www.google.com/maps/search/?api=1&query=Unidade%20B%C3%A1sica%20de%20Sa%C3%BAde%20Luiz%20Gonzaga%20de%20Almeida&query_place_id=ChIJI2Qf0XR_rwAR3mWK_P3hWOU"
"Hematita, Antônio Dias - State of Minas Gerais, 35177-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Antônio Dias","BR","false","-19.500806","-43.0090654","Hematita","false","ChIJq3XEslplpQARoA3a4A-ENrg","35177-000","12","1","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais",,"false","UBS Antônio Ataíde Drumond","2","https://www.google.com/maps/search/?api=1&query=UBS%20Ant%C3%B4nio%20Ata%C3%ADde%20Drumond&query_place_id=ChIJq3XEslplpQARoA3a4A-ENrg"
"R. das Palmeiras, 49 - Centro, Guanhães - MG, 39740-000, Brazil","Medical Center",,,,,,,,,,,,,,,"Medical Center","Guanhães","BR","false","-18.7799659","-42.9289748","Centro","false","ChIJDTctU01LrgARO8YIj8BKds0","39740-000","13","4","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. das Palmeiras, 49","false","Health Center","3.3","https://www.google.com/maps/search/?api=1&query=Health%20Center&query_place_id=ChIJDTctU01LrgARO8YIj8BKds0"
"Av. Milton Campos, 3157 - Centro, Guanhães - MG, 39740-000, Brazil","Medical Center","MRI center",,,,,,,,,,,,,,"Medical Center","Guanhães","BR","false","-18.7788904","-42.9388732","Centro","false","ChIJB_hGBKm0rwARO1ZAZgiipDU","39740-000","14","15","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","Av. Milton Campos, 3157","false","Clínica Tomus- Clínica Médica, Exames Diagnostico Por Imagem - Guanhães - MG","3","https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Tomus-%20Cl%C3%ADnica%20M%C3%A9dica%2C%20Exames%20Diagnostico%20Por%20Imagem%20-%20Guanh%C3%A3es%20-%20MG&query_place_id=ChIJB_hGBKm0rwARO1ZAZgiipDU"
"R. Odilon Behrens, 236 - Centro, Guanhães - MG, 39740-000, Brazil","Medical Center","Cardiologist","Dermatologist","Endocrinologist","Pediatrician","Psychiatrist","Sports medicine physician","Work medicine",,,,,,,,"Medical Center","Guanhães","BR","false","-18.7763369","-42.9367608","Centro","false","ChIJocBwaKy0rwAR3hm92n-qcmc","39740-000","15","21","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Odilon Behrens, 236","false","Clínica Equilíbrio","4.9","https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Equil%C3%ADbrio&query_place_id=ChIJocBwaKy0rwAR3hm92n-qcmc"
"Praça Cônego Cesario, 279 - Centro, Guanhães - MG, 39740-000, Brazil","Medical Center","Cardiologist","Dermatologist","Endocrinologist","Neurologist",,,,,,,,,,,"Medical Center","Guanhães","BR","false","-18.7775256","-42.9344866","Centro","false","ChIJqQffMqy0rwARpFGq0N46iYc","39740-000","16","2","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","Praça Cônego Cesario, 279","false","Clínica Médica Carpe Diem - Guanhães MG - Consultas Médicas - Exames - Tomografia Computadorizada","4","https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20M%C3%A9dica%20Carpe%20Diem%20-%20Guanh%C3%A3es%20MG%20-%20Consultas%20M%C3%A9dicas%20-%20Exames%20-%20Tomografia%20Computadorizada&query_place_id=ChIJqQffMqy0rwARpFGq0N46iYc"
"Rua Dr - R. Odilon Behrens, 164 _ - 2º Andar - Guanhães, MG, 39740-000, Brazil","Medical Center","Doctor",,,,,,,,,,,,,,"Medical Center","Guanhães","BR","false","-18.7762043","-42.9362214","Guanhães","false","ChIJwWUwbqy0rwARTfegfSIrZhs","39740-000","17","18","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","Rua Dr - R. Odilon Behrens, 164 _ - 2º Andar","false","CTE -Centro de Tratamento Especializado","3","https://www.google.com/maps/search/?api=1&query=CTE%20-Centro%20de%20Tratamento%20Especializado&query_place_id=ChIJwWUwbqy0rwARTfegfSIrZhs"
"R. Odilon Behrens, 188 - Centro, Guanhães - MG, 39740-000, Brazil","Medical Center","Dental clinic","Pediatric dentist",,,,,,,,,,,,,"Medical Center","Guanhães","BR","false","-18.7761671","-42.9364019","Centro","false","ChIJS2G_iU1LrgARorlsfribeUs","39740-000","18","0","https://www.google.com/maps/search/Hospital/@-19.2281234,-43.0083469,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-19.228123415783216,-43.00834686345854,10z?hl=en","Hospital","State of Minas Gerais","R. Odilon Behrens, 188","false","Centro Médico e Odontológico Agnus Dei",,"https://www.google.com/maps/search/?api=1&query=Centro%20M%C3%A9dico%20e%20Odontol%C3%B3gico%20Agnus%20Dei&query_place_id=ChIJS2G_iU1LrgARorlsfribeUs"
"Av. Prof. Carlos Cunha, 2000 - Jaracaty, São Luís - MA, 65076-820, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.5091428","-44.2863812","Jaracaty","false","ChIJgTUzRdSN9gcRE62bRmS1qww","65076-820","1","520","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Av. Prof. Carlos Cunha, 2000","false","UDI Hospital Rede D'Or São Luiz: Emergência Adulto e Pediátrica, UTI São Luís MA","3.8","https://www.google.com/maps/search/?api=1&query=UDI%20Hospital%20Rede%20D'Or%20S%C3%A3o%20Luiz%3A%20Emerg%C3%AAncia%20Adulto%20e%20Pedi%C3%A1trica%2C%20UTI%20S%C3%A3o%20Lu%C3%ADs%20MA&query_place_id=ChIJgTUzRdSN9gcRE62bRmS1qww"
"Rua Paulino de Souza, 17 - Monte Castelo, São Luís - MA, 65035-480, Brazil","Private hospital",,,,,,,,,,,,,,,"Private hospital","São Luís","BR","false","-2.5327261","-44.2826929","Monte Castelo","false","ChIJwwXjb3GP9gcRXJVSJ2Ugbuk","65035-480","2","174","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Rua Paulino de Souza, 17","false","Hospital Maranhense","3","https://www.google.com/maps/search/?api=1&query=Hospital%20Maranhense&query_place_id=ChIJwwXjb3GP9gcRXJVSJ2Ugbuk"
"Av. São Luís Rei de França, 10913 - Olho D'agua, São Luís - MA, 65066-620, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.5251265","-44.2280484","Olho D'agua","false","ChIJDwyNrL-R9gcRbHDMklIhDyc",,"3","85","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Av. São Luís Rei de França, 10913","false","Headquarters MCBDA-Saint Louis","3.9","https://www.google.com/maps/search/?api=1&query=Headquarters%20MCBDA-Saint%20Louis&query_place_id=ChIJDwyNrL-R9gcRbHDMklIhDyc"
"Rua 05, R. Cinco de Janeiro, 166 - Jórdoa, São Luís - MA, 65040-450, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.545213","-44.26603","Jórdoa","false","ChIJn22N7MeP9gcRZfECMWgJ4_Q","65040-450","4","45","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Rua 05, R. Cinco de Janeiro, 166","false","Hospital Presidente Vargas","3.3","https://www.google.com/maps/search/?api=1&query=Hospital%20Presidente%20Vargas&query_place_id=ChIJn22N7MeP9gcRZfECMWgJ4_Q"
"Av. Contôrno Norte, 1271 - Cohatrac II, São Luís - MA, 65053-780, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.5346759","-44.1992718","Cohatrac II","false","ChIJI2brLxuR9gcR5f9sRC5lbug","65053-780","5","29","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Av. Contôrno Norte, 1271","false","Hospital São Domingos","4","https://www.google.com/maps/search/?api=1&query=Hospital%20S%C3%A3o%20Domingos&query_place_id=ChIJI2brLxuR9gcR5f9sRC5lbug"
"R. dos Remédios, 156 - Centro, São Luís - MA, 65020-490, Brazil","General hospital","Dental clinic","Physiotherapy Center","X-ray lab",,,,,,,,,,,,"General hospital","São Luís","BR","false","-2.5248173","-44.2960027","Centro","false","ChIJla-C5O2O9gcR845i7imGoMA","65020-490","6","0","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","R. dos Remédios, 156","false","HRT",,"https://www.google.com/maps/search/?api=1&query=HRT&query_place_id=ChIJla-C5O2O9gcR845i7imGoMA"
"R. Duque de Caxias, S/N - CENTRO, Icatu - MA, 65170-000, Brazil","General hospital","Birth center","Medical laboratory","X-ray lab",,,,,,,,,,,,"General hospital","Icatu","BR","false","-2.788103","-44.0465046","CENTRO","false","ChIJdYVy0boZ9AcRVMJeZJK6bfQ","65170-000","7","1","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","R. Duque de Caxias, S/N","false","HOSPITAL MUNICIPAL DE ICATU","4","https://www.google.com/maps/search/?api=1&query=HOSPITAL%20MUNICIPAL%20DE%20ICATU&query_place_id=ChIJdYVy0boZ9AcRVMJeZJK6bfQ"
"Tv. J. Alves Carneiro - Moropóia, São José de Ribamar - MA, 65110-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São José de Ribamar","BR","false","-2.5490731","-44.064931","Moropóia","false","ChIJUXGUkQa99gcRZmyVBUyBnGs","65110-000","8","79","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Tv. J. Alves Carneiro","false","Hospital e Maternidade de São José do Ribamar","4.3","https://www.google.com/maps/search/?api=1&query=Hospital%20e%20Maternidade%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Ribamar&query_place_id=ChIJUXGUkQa99gcRZmyVBUyBnGs"
"R. do Passeio, 365 - Centro, São Luís - MA, 65025-670, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.5333333","-44.2959228","Centro","false","ChIJwyLJNuOO9gcR69fjstzbuVI","65025-670","9","53","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","R. do Passeio, 365","false","Hospital Português","3.1","https://www.google.com/maps/search/?api=1&query=Hospital%20Portugu%C3%AAs&query_place_id=ChIJwyLJNuOO9gcR69fjstzbuVI"
"R. São Paulo, 276-340 - Vila Bacanga, São Luís - MA, 65080-825, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.4874126","-44.2146179","Vila Bacanga","false","ChIJB4I0JlKS9gcRHXk3m36RvTc","65080-825","10","53","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","R. São Paulo, 276-340","false","Hospital Geral Vila Luizão","3.5","https://www.google.com/maps/search/?api=1&query=Hospital%20Geral%20Vila%20Luiz%C3%A3o&query_place_id=ChIJB4I0JlKS9gcRHXk3m36RvTc"
"Rua Rio Branco, 156 - Centro, São Luís - MA, 65020-470, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.5260145","-44.2961216","Centro","false","ChIJuxGg5NCP9gcRFrFSrqZo4t4","65020-470","11","4","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Rua Rio Branco, 156","false","HR HOSPITAL - HOSPITAL REAL","4.3","https://www.google.com/maps/search/?api=1&query=HR%20HOSPITAL%20-%20HOSPITAL%20REAL&query_place_id=ChIJuxGg5NCP9gcRFrFSrqZo4t4"
"R. dos Lótus, 7 - Quadra 01, Loja 05 - Jardim Renascença, São Luís - MA, 65075-480, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.501319","-44.2928648","Jardim Renascença","false","ChIJ6_FUQfmN9gcR4uCQ72jXWx4","65075-480","12","5","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","R. dos Lótus, 7 - Quadra 01, Loja 05","false","Dom Hospital Dia: Centro Cirúrgico, Neurocirurgião, Cirurgias em São Luís MA","3.6","https://www.google.com/maps/search/?api=1&query=Dom%20Hospital%20Dia%3A%20Centro%20Cir%C3%BArgico%2C%20Neurocirurgi%C3%A3o%2C%20Cirurgias%20em%20S%C3%A3o%20Lu%C3%ADs%20MA&query_place_id=ChIJ6_FUQfmN9gcR4uCQ72jXWx4"
"Av. Jerônimo de Albuquerque, 540 - Bequimão, São Luís - MA, 65060-645, Brazil","Private hospital","Hospital",,,,,,,,,,,,,,"Private hospital","São Luís","BR","false","-2.5232355","-44.2451539","Bequimão","false","ChIJPdROAFuQ9gcRUvc35CQSL84","65060-645","13","547","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Av. Jerônimo de Albuquerque, 540","false","São Domingos Hospital","3.3","https://www.google.com/maps/search/?api=1&query=S%C3%A3o%20Domingos%20Hospital&query_place_id=ChIJPdROAFuQ9gcRUvc35CQSL84"
"Av. Getúlio Vargas, 1908 - Monte Castelo, São Luís - MA, 65030-005, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São Luís","BR","false","-2.5344602","-44.282748","Monte Castelo","false","ChIJdUOUwBSP9gcRPp8fuoieDsY","65030-005","14","7","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","Av. Getúlio Vargas, 1908","false","Hospital Dr. Raimundo Lima","2.1","https://www.google.com/maps/search/?api=1&query=Hospital%20Dr.%20Raimundo%20Lima&query_place_id=ChIJdUOUwBSP9gcRPp8fuoieDsY"
"MA-201, 1000 - Mata, São José de Ribamar - MA, 65110-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","São José de Ribamar","BR","false","-2.551599","-44.1917479","Mata","false","ChIJxW-eavS99gcRyKrAhKO4ATQ","65110-000","15","12","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","MA-201, 1000","false","Hospital São Domingos - Unidade Pátio Norte","3.8","https://www.google.com/maps/search/?api=1&query=Hospital%20S%C3%A3o%20Domingos%20-%20Unidade%20P%C3%A1tio%20Norte&query_place_id=ChIJxW-eavS99gcRyKrAhKO4ATQ"
"R. Barão de Itapari, 227 - Centro, São Luís - MA, 65020-070, Brazil","Hospital","Birth center","Dental clinic","Medical laboratory","Physiotherapy Center","X-ray lab",,,,,,,,,,"Hospital","São Luís","BR","false","-2.524597","-44.2948287","Centro","false","ChIJ8U8kUveN9gcRzSf66_Zd8EE","65020-070","16","114","https://www.google.com/maps/search/Hospital/@-2.79992,-44.3357528,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-2.7999200298392024,-44.33575275599283,10z?hl=en","Hospital","State of Maranhão","R. Barão de Itapari, 227","false","Hospital Universitário HUUFMA Unidade Presidente Dutra","4.2","https://www.google.com/maps/search/?api=1&query=Hospital%20Universit%C3%A1rio%20HUUFMA%20Unidade%20Presidente%20Dutra&query_place_id=ChIJ8U8kUveN9gcRzSf66_Zd8EE"
